session_id,timestamp,source_ip,destination_service,connection_count,packets_per_second,failed_login_count,successful_login_count,login_frequency,port_scan_count,command_frequency,database_query_count,sensitive_file_access,privilege_escalation_attempt,lateral_movement_score,data_access_volume,session_duration,attacker_sophistication,attack_stage,asset_criticality,detection_confidence,attack_label
SESS-31E6B90E,2026-09-06T07:02:42.036818Z,163.127.194.119,API:8080,63,54.14,50,1,10.63,0,1.83,0,0,0,0.645,12.28,182.2,0.54,S3,0.71,0.92,CREDENTIAL_ATTACK
SESS-00175D4A,2026-09-06T05:54:42.029813Z,89.155.207.206,API:8080,78,35.47,33,1,24.06,0,5.76,2,0,0,0.266,6.62,543.6,0.41,S3,0.43,0.89,CREDENTIAL_ATTACK
SESS-043F453B,2026-09-05T23:39:42.378152Z,10.0.2.16,HTTPS:443,192,263.47,0,1,0.2,0,14.88,85,60,0,0.599,1961.77,3530.4,0.67,S7,0.95,0.93,EXFILTRATION
SESS-50E4B2C9,2026-09-06T09:03:42.350955Z,10.0.1.145,SMB:445,99,48.87,1,1,0.5,0,7.07,278,56,0,0.539,71.77,2212.9,0.84,S6,0.72,0.91,DATA_ACCESS
SESS-A3A8C7DA,2026-09-06T04:29:42.096008Z,10.0.7.244,MySQL:3306,97,47.08,0,1,0.0,0,11.03,210,6,0,0.439,14.33,934.9,0.33,S6,0.9,0.9,DB_PROBE
SESS-20D6B150,2026-09-06T02:38:42.338569Z,10.0.9.106,PostgreSQL:5432,92,71.08,0,1,0.5,0,4.59,293,52,0,0.367,201.98,2163.2,0.76,S6,0.83,0.9,DATA_ACCESS
SESS-2DD4FC35,2026-09-06T09:38:41.769807Z,192.168.1.165,API:8080,10,66.49,0,1,0.0,0,0.76,5,0,0,0.214,1.66,56.5,0.39,S0,0.33,0.01,NORMAL
SESS-E1CD597A,2026-09-05T15:53:42.252827Z,10.0.3.79,SSH:22,139,32.26,8,1,4.42,38,11.47,5,11,1,0.868,93.48,278.2,0.67,S5,0.51,0.89,LATERAL_MOVEMENT
SESS-87DB7071,2026-09-05T19:10:42.229719Z,10.0.5.180,RDP:3389,47,6.92,3,1,0.61,0,14.76,0,12,4,0.339,17.39,463.5,0.64,S4,0.55,0.89,PRIVILEGE_ESCALATION
SESS-9162B8AB,2026-09-06T13:56:42.035461Z,132.143.191.126,HTTPS:443,78,23.53,46,1,19.23,0,3.52,0,0,0,0.36,2.38,712.1,0.46,S3,0.41,0.79,CREDENTIAL_ATTACK
SESS-60ED5F31,2026-09-06T08:32:41.688290Z,192.168.1.232,HTTPS:443,10,39.86,0,1,0.0,0,0.35,5,0,0,0.007,11.58,325.4,0.06,S0,0.23,0.11,NORMAL
SESS-FFBD8771,2026-09-06T10:16:41.935577Z,93.59.137.97,RDP:3389,99,136.6,0,0,0.0,146,0.87,0,0,0,0.339,6.99,150.4,0.27,S1,0.34,0.72,RECONNAISSANCE
SESS-7075FA6C,2026-09-06T13:28:42.021543Z,209.99.40.138,SSH:22,60,45.78,37,1,10.42,0,2.07,0,1,0,0.133,21.34,695.9,0.59,S3,0.76,0.96,CREDENTIAL_ATTACK
SESS-B357B496,2026-09-06T09:37:41.846790Z,192.168.1.47,API:8080,17,10.8,0,1,0.0,0,1.9,4,0,0,0.051,5.7,512.0,0.31,S0,0.41,0.11,NORMAL
SESS-A8B73A96,2026-09-06T04:42:42.249979Z,10.0.4.23,RDP:3389,131,161.5,4,2,5.25,49,12.8,12,8,0,0.836,81.16,542.1,0.76,S5,0.62,0.83,LATERAL_MOVEMENT
SESS-FDAA5532,2026-09-06T04:50:41.912639Z,191.180.38.205,API:8080,100,139.1,1,0,0.42,152,4.02,0,0,0,0.075,5.85,244.5,0.09,S1,0.1,0.72,RECONNAISSANCE
SESS-05E3C53E,2026-09-05T19:40:42.380201Z,10.0.4.20,DNS:53,171,476.18,0,1,0.2,0,26.56,97,53,0,0.596,2909.43,991.2,0.81,S7,0.78,0.98,EXFILTRATION
SESS-707958A5,2026-09-06T08:49:42.263091Z,10.0.1.15,RDP:3389,135,66.48,2,4,2.07,43,4.85,5,17,0,0.796,65.16,343.6,0.7,S5,0.59,0.92,LATERAL_MOVEMENT
SESS-2FC6D188,2026-09-06T12:34:42.212575Z,10.0.2.141,RDP:3389,47,28.3,3,1,2.59,0,18.0,0,12,4,0.58,16.95,128.6,0.62,S4,0.77,0.85,PRIVILEGE_ESCALATION
SESS-01A6A2C9,2026-09-05T21:40:41.944056Z,161.47.154.73,SSH:22,119,74.48,3,0,0.75,143,1.65,0,0,0,0.145,0.54,148.3,0.36,S1,0.12,0.73,RECONNAISSANCE
SESS-9E934B00,2026-09-06T12:02:42.032777Z,146.238.164.192,API:8080,65,69.51,51,1,13.78,0,1.05,0,1,0,0.412,16.43,127.5,0.52,S3,0.6,0.87,CREDENTIAL_ATTACK
SESS-0F5313CB,2026-09-05T16:39:42.347232Z,10.0.8.162,API:8080,102,42.93,0,1,0.5,0,9.46,286,55,0,0.521,274.09,1872.6,0.44,S6,0.87,0.94,DATA_ACCESS
SESS-079D4C82,2026-09-06T14:20:42.283587Z,10.0.5.32,SMB:445,148,102.61,15,1,7.25,42,13.48,5,12,1,0.803,132.39,268.2,0.89,S5,0.51,0.89,LATERAL_MOVEMENT
SESS-DCA259B1,2026-09-06T03:07:42.152355Z,10.0.10.226,PostgreSQL:5432,85,23.3,2,1,1.0,0,11.95,209,10,0,0.257,34.94,304.8,0.67,S6,0.9,0.96,DB_PROBE
SESS-0D66F9F0,2026-09-06T07:01:41.956813Z,148.176.227.184,SSH:22,141,66.03,98,0,44.14,0,0.08,0,0,0,0.115,6.18,108.0,0.68,S2,0.82,0.88,BRUTE_FORCE
SESS-8AF46248,2026-09-06T05:02:41.935160Z,89.66.227.68,SSH:22,129,266.58,0,0,0.0,147,1.58,0,0,0,0.096,3.43,35.6,0.35,S1,0.25,0.86,RECONNAISSANCE
SESS-1D92479C,2026-09-06T08:49:42.255889Z,10.0.5.23,SSH:22,141,49.44,4,1,2.86,50,15.86,12,19,0,0.799,20.67,1428.1,0.36,S5,0.46,0.84,LATERAL_MOVEMENT
SESS-927A823D,2026-09-06T02:40:41.881007Z,192.168.1.142,API:8080,15,5.77,0,2,0.0,0,0.09,3,0,0,0.164,3.19,401.2,0.32,S0,0.3,0.06,NORMAL
SESS-87992C98,2026-09-06T08:48:42.019184Z,181.192.224.166,SSH:22,73,26.49,39,1,11.05,0,2.16,2,2,0,0.397,17.29,225.2,0.72,S3,0.8,0.75,CREDENTIAL_ATTACK
SESS-83F08C90,2026-09-05T16:16:42.335587Z,10.0.5.95,SMB:445,117,94.37,0,1,0.5,0,12.03,296,45,0,0.216,180.31,646.1,0.62,S6,0.86,0.94,DATA_ACCESS
SESS-C5DC3D02,2026-09-06T03:09:41.921202Z,164.43.23.82,API:8080,101,137.18,0,0,0.0,145,0.14,0,0,0,0.331,2.83,291.6,0.68,S1,0.49,0.84,RECONNAISSANCE
SESS-3DC61DA3,2026-09-06T00:04:41.972224Z,101.146.91.96,HTTPS:443,148,5.11,115,0,55.02,0,2.57,0,0,0,0.339,9.87,511.1,0.4,S2,0.56,0.78,BRUTE_FORCE
SESS-02401A43,2026-09-05T19:37:42.018368Z,108.98.96.46,SSH:22,69,10.46,46,2,19.62,0,1.29,2,2,0,0.539,16.27,130.2,0.28,S3,0.45,0.84,CREDENTIAL_ATTACK
SESS-980347E2,2026-09-06T13:50:41.885460Z,192.168.1.207,DNS:53,10,26.82,0,1,0.0,0,1.04,6,0,0,0.391,12.85,76.4,0.35,S0,0.29,0.04,NORMAL
SESS-721CE484,2026-09-06T13:18:41.869673Z,192.168.1.11,API:8080,13,19.73,0,1,0.0,0,6.92,5,0,0,0.086,0.96,657.5,0.46,S0,0.37,0.05,NORMAL
SESS-B11A3824,2026-09-05T23:23:41.890976Z,192.168.1.85,DNS:53,10,25.24,2,2,0.34,0,0.19,5,0,0,0.154,8.64,165.6,0.1,S0,0.48,0.05,NORMAL
SESS-E9486560,2026-09-06T01:16:41.955507Z,205.49.18.37,SSH:22,128,44.9,102,0,20.42,0,2.96,0,0,0,0.067,3.89,94.0,0.58,S2,0.83,0.89,BRUTE_FORCE
SESS-8DC54481,2026-09-06T05:02:42.342236Z,10.0.8.51,MySQL:3306,95,229.94,1,1,0.5,0,3.96,320,51,0,0.591,132.46,289.5,0.57,S6,0.92,0.91,DATA_ACCESS
SESS-B7EFCDD1,2026-09-05T17:07:42.032191Z,186.111.229.71,API:8080,72,46.11,38,1,25.01,0,0.41,0,0,0,0.639,18.72,82.2,0.42,S3,0.74,0.89,CREDENTIAL_ATTACK
SESS-40852A9F,2026-09-06T02:11:42.302502Z,10.0.3.93,RDP:3389,122,58.19,8,1,5.5,46,11.78,5,12,1,0.814,149.29,361.6,0.87,S5,0.53,0.85,LATERAL_MOVEMENT
SESS-7FF2D18C,2026-09-06T07:43:41.843880Z,192.168.1.58,DNS:53,14,1.93,0,1,0.0,0,1.61,9,0,0,0.154,19.07,301.6,0.39,S0,0.48,0.11,NORMAL
SESS-141DE272,2026-09-05T17:44:42.313442Z,10.0.1.57,SSH:22,137,150.0,8,2,5.0,46,8.02,0,8,1,0.867,44.87,561.1,0.4,S5,0.75,0.91,LATERAL_MOVEMENT
SESS-EC6494B1,2026-09-05T18:40:42.282779Z,10.0.3.94,SSH:22,141,66.5,8,1,7.23,39,10.28,0,11,0,0.928,175.53,317.6,0.82,S5,0.54,0.89,LATERAL_MOVEMENT
SESS-3A02634B,2026-09-06T07:16:42.351986Z,10.0.1.88,API:8080,99,37.8,0,1,0.5,0,6.21,279,62,0,0.203,193.31,763.6,0.89,S6,0.9,0.94,DATA_ACCESS
SESS-A929F206,2026-09-05T19:57:41.677477Z,192.168.1.19,DNS:53,17,17.4,0,1,0.0,0,0.22,4,0,0,0.048,2.83,262.5,0.26,S0,0.17,0.08,NORMAL
SESS-E98AE122,2026-09-06T06:09:42.245528Z,10.0.2.77,RDP:3389,144,233.4,4,1,4.97,36,11.22,0,10,0,0.943,34.34,1402.8,0.62,S5,0.52,0.97,LATERAL_MOVEMENT
SESS-2C81A93C,2026-09-06T13:13:42.139050Z,10.0.2.207,PostgreSQL:5432,72,65.53,2,1,1.0,0,15.72,234,5,0,0.351,51.96,260.8,0.54,S6,0.83,0.88,DB_PROBE
SESS-E2A6200B,2026-09-06T09:07:41.828810Z,192.168.1.122,DNS:53,10,6.22,0,1,0.0,0,2.71,5,0,0,0.257,7.11,692.7,0.6,S0,0.25,0.12,NORMAL
SESS-B65CA665,2026-09-06T11:16:42.179372Z,10.0.5.105,MySQL:3306,91,127.41,1,1,0.5,0,10.09,237,10,0,0.21,82.72,259.2,0.36,S6,0.73,0.84,DB_PROBE
SESS-6789CB32,2026-09-05T22:43:41.742402Z,192.168.1.241,HTTPS:443,12,43.87,0,3,0.0,0,1.1,5,0,0,0.031,2.37,877.3,0.18,S0,0.43,0.06,NORMAL
SESS-682FF44D,2026-09-06T00:53:42.060871Z,175.55.117.160,API:8080,69,61.73,46,2,14.65,0,4.33,2,0,0,0.414,17.1,181.6,0.86,S3,0.64,0.84,CREDENTIAL_ATTACK
SESS-A68F9EFB,2026-09-05T17:17:42.379027Z,10.0.2.51,DNS:53,191,253.26,0,1,0.2,0,14.36,78,60,0,0.885,2946.71,3408.3,0.78,S7,0.85,0.92,EXFILTRATION
SESS-D9B569EE,2026-09-06T13:10:41.689199Z,192.168.1.66,DNS:53,8,22.44,0,1,0.0,0,0.42,3,0,0,0.101,7.52,66.8,0.2,S0,0.15,0.01,NORMAL
SESS-9B62A3E2,2026-09-05T14:57:41.966235Z,161.91.234.178,HTTPS:443,135,96.23,106,1,61.32,3,0.03,0,0,0,0.143,10.07,213.1,0.49,S2,0.44,0.8,BRUTE_FORCE
SESS-B5A9EE87,2026-09-06T01:40:42.266594Z,10.0.4.23,SMB:445,148,52.23,4,1,4.92,41,20.05,0,8,2,0.87,63.46,1059.7,1.0,S5,0.4,0.83,LATERAL_MOVEMENT
SESS-E07DC97A,2026-09-06T06:36:41.834542Z,192.168.1.117,DNS:53,12,18.76,0,1,0.0,0,1.16,7,0,0,0.006,3.43,295.8,0.34,S0,0.29,0.05,NORMAL
SESS-2972F4EF,2026-09-06T04:51:42.350353Z,10.0.3.86,MySQL:3306,98,82.1,1,1,0.5,0,13.12,278,53,0,0.453,96.18,1754.7,0.9,S6,0.93,0.93,DATA_ACCESS
SESS-05A014A7,2026-09-06T12:05:42.016623Z,211.40.27.188,HTTPS:443,66,72.7,37,1,15.24,0,14.48,0,0,0,0.255,3.56,715.6,0.52,S3,0.44,0.86,CREDENTIAL_ATTACK
SESS-6BD538E7,2026-09-06T09:57:41.851592Z,192.168.1.194,HTTPS:443,17,10.69,0,1,0.0,0,1.1,3,0,0,0.04,2.16,395.5,0.65,S0,0.13,0.05,NORMAL
SESS-994E358F,2026-09-05T17:57:42.304486Z,10.0.2.51,SSH:22,130,278.27,2,1,7.85,55,30.68,5,18,1,0.766,29.71,867.9,0.92,S5,0.75,0.86,LATERAL_MOVEMENT
SESS-70DD2307,2026-09-06T02:01:41.883332Z,192.168.1.103,DNS:53,10,55.84,0,1,0.0,0,1.66,6,0,0,0.074,3.79,33.2,0.3,S0,0.41,0.04,NORMAL
SESS-D49F5894,2026-09-06T13:45:41.885919Z,192.168.1.18,API:8080,15,8.38,0,1,0.0,0,1.73,6,0,0,0.063,14.93,283.3,0.5,S0,0.48,0.04,NORMAL
SESS-37B016B8,2026-09-05T15:19:42.361438Z,10.0.10.196,API:8080,108,47.05,1,1,0.5,0,14.43,259,49,0,0.418,402.28,1357.7,0.9,S6,1.0,0.98,DATA_ACCESS
SESS-FA508179,2026-09-06T00:34:41.901083Z,150.21.86.90,SSH:22,110,166.49,0,0,0.0,121,4.99,0,0,0,0.336,7.39,77.3,0.26,S1,0.45,0.88,RECONNAISSANCE
SESS-71D4F76D,2026-09-06T05:44:42.068964Z,97.184.88.137,API:8080,75,72.84,34,3,28.23,0,2.6,0,2,0,0.148,10.54,451.4,0.64,S3,0.74,0.77,CREDENTIAL_ATTACK
SESS-83BF61ED,2026-09-06T14:27:42.364210Z,10.0.3.40,HTTPS:443,178,336.59,0,1,0.2,0,9.75,81,63,0,0.634,1431.07,804.5,0.78,S7,0.71,0.92,EXFILTRATION
SESS-AFA80DBD,2026-09-06T07:47:42.082333Z,186.53.147.164,SSH:22,61,45.01,31,1,23.71,0,5.34,0,0,0,0.162,18.54,200.2,0.52,S3,0.41,0.77,CREDENTIAL_ATTACK
SESS-52BF1B90,2026-09-06T04:00:41.973274Z,81.3.82.177,SSH:22,136,15.74,110,0,14.13,0,0.03,0,0,0,0.103,3.59,351.6,0.31,S2,0.51,0.95,BRUTE_FORCE
SESS-03CEB34C,2026-09-06T05:37:41.906270Z,70.75.168.150,API:8080,112,145.45,1,0,0.35,140,2.38,0,0,0,0.253,6.43,213.3,0.39,S1,0.34,0.84,RECONNAISSANCE
SESS-5E605DD9,2026-09-06T01:39:42.254935Z,10.0.4.85,SSH:22,154,57.58,4,2,5.19,45,15.87,5,16,0,0.896,57.68,1289.3,0.96,S5,0.72,0.84,LATERAL_MOVEMENT
SESS-92CC3A59,2026-09-06T07:57:41.966669Z,69.186.171.149,HTTPS:443,130,95.42,91,0,36.81,0,1.17,0,0,0,0.097,2.14,264.8,0.23,S2,0.67,0.97,BRUTE_FORCE
SESS-BF2A573D,2026-09-06T08:33:42.384203Z,10.0.4.16,HTTPS:443,180,454.57,0,1,0.2,0,17.99,97,65,0,0.528,1465.11,3544.5,0.85,S7,0.79,0.99,EXFILTRATION
SESS-DE11B5B2,2026-09-06T14:32:41.899915Z,171.70.56.151,API:8080,99,108.53,0,0,0.0,164,0.21,0,0,0,0.382,1.81,254.7,0.41,S1,0.14,0.78,RECONNAISSANCE
SESS-AB56DC6E,2026-09-05T16:13:41.970440Z,195.162.156.219,SSH:22,124,115.85,114,0,47.48,0,0.58,0,0,0,0.242,9.08,358.1,0.62,S2,0.83,0.85,BRUTE_FORCE
SESS-9E337AC2,2026-09-06T01:15:42.368435Z,10.0.1.25,HTTPS:443,191,201.93,0,1,0.2,0,50.13,94,71,0,0.392,1272.68,2570.1,0.88,S7,0.95,0.89,EXFILTRATION
SESS-79CED00D,2026-09-05T23:11:41.942063Z,82.75.64.155,SSH:22,99,72.57,0,0,0.0,145,0.75,0,0,0,0.521,3.15,89.5,0.21,S1,0.41,0.79,RECONNAISSANCE
SESS-91649924,2026-09-06T09:07:41.862405Z,192.168.1.136,HTTPS:443,11,19.64,0,1,0.0,0,1.42,10,0,0,0.043,7.26,614.1,0.22,S0,0.15,0.05,NORMAL
SESS-F8F8B010,2026-09-06T07:50:41.856375Z,192.168.1.101,API:8080,13,14.72,0,1,0.0,0,0.01,8,0,0,0.096,5.55,411.1,0.3,S0,0.43,0.04,NORMAL
SESS-A31C5897,2026-09-06T03:31:41.730616Z,192.168.1.218,HTTPS:443,17,8.2,0,3,0.0,0,0.64,5,0,0,0.297,0.43,670.3,0.35,S0,0.39,0.01,NORMAL
SESS-ED855F86,2026-09-06T06:56:42.043807Z,111.94.171.9,API:8080,55,72.86,33,1,13.5,0,1.12,0,1,0,0.597,12.58,559.1,0.39,S3,0.82,0.94,CREDENTIAL_ATTACK
SESS-0E905CFB,2026-09-06T05:25:41.669361Z,192.168.1.121,DNS:53,12,8.93,0,1,0.0,0,1.36,5,0,0,0.024,7.06,134.7,0.15,S0,0.27,0.02,NORMAL
SESS-9D563134,2026-09-05T21:24:42.351029Z,10.0.6.68,API:8080,102,48.88,1,1,0.5,0,9.22,285,47,0,0.138,213.75,286.3,0.72,S6,0.75,0.95,DATA_ACCESS
SESS-ECC88915,2026-09-06T13:29:42.180353Z,10.0.9.196,API:8080,98,31.62,0,1,0.0,0,8.01,213,8,0,0.66,102.19,200.5,0.81,S6,0.96,0.82,DB_PROBE
SESS-1FF9B7E3,2026-09-05T20:57:41.866937Z,192.168.1.27,API:8080,11,33.17,0,1,0.0,0,0.91,8,0,0,0.173,1.41,394.2,0.52,S0,0.1,0.14,NORMAL
SESS-35368C11,2026-09-06T12:47:41.996941Z,77.142.100.244,HTTPS:443,128,93.11,93,0,27.31,3,0.3,0,0,0,0.084,1.85,155.2,0.22,S2,0.58,0.85,BRUTE_FORCE
SESS-B076D5AA,2026-09-05T17:36:42.369253Z,10.0.1.10,SSH:22,183,132.69,0,1,0.2,0,11.7,92,57,0,0.407,1445.49,2211.8,0.81,S7,0.9,0.92,EXFILTRATION
SESS-63BF662B,2026-09-05T15:17:42.265631Z,10.0.5.73,SMB:445,161,126.55,4,1,4.55,38,11.91,0,9,1,0.968,185.9,492.0,0.63,S5,0.64,0.83,LATERAL_MOVEMENT
SESS-7808C1EE,2026-09-06T07:35:42.014427Z,203.204.126.140,API:8080,67,47.46,46,1,21.2,0,0.89,0,1,0,0.327,21.83,476.9,0.46,S3,0.72,0.83,CREDENTIAL_ATTACK
SESS-8CBAD4A0,2026-09-06T01:38:42.286734Z,10.0.5.41,SSH:22,143,205.1,2,2,6.17,45,24.42,5,11,2,0.974,101.93,169.0,0.84,S5,0.54,0.83,LATERAL_MOVEMENT
SESS-775A0AAF,2026-09-05T16:20:42.028734Z,163.206.207.4,HTTPS:443,69,25.43,39,2,10.6,0,0.66,0,0,0,0.293,14.78,405.1,0.66,S3,0.62,0.82,CREDENTIAL_ATTACK
SESS-4F0F3F11,2026-09-06T11:15:42.237836Z,10.0.4.140,API:8080,55,11.69,3,1,1.88,0,29.1,8,14,6,0.669,15.7,885.9,0.8,S4,0.66,0.83,PRIVILEGE_ESCALATION
SESS-8807FFE9,2026-09-06T02:43:41.967348Z,140.213.139.110,HTTPS:443,132,33.95,100,0,24.48,1,0.48,0,0,0,0.249,5.69,318.4,0.71,S2,0.57,0.93,BRUTE_FORCE
SESS-F58BDFD3,2026-09-05T22:40:42.171675Z,10.0.7.239,MySQL:3306,68,59.43,4,1,2.0,0,5.16,219,12,1,0.176,155.98,154.2,0.5,S6,0.91,0.84,DB_PROBE
SESS-4ECCAC88,2026-09-05T23:13:42.364959Z,10.0.3.44,DNS:53,195,214.51,0,1,0.2,0,10.05,71,62,0,0.638,860.53,2024.1,0.65,S7,0.88,0.93,EXFILTRATION
SESS-04A01B91,2026-09-06T00:51:41.966908Z,117.134.185.1,RDP:3389,124,32.28,126,0,53.5,0,1.56,0,0,0,0.048,8.15,285.3,0.54,S2,0.79,0.82,BRUTE_FORCE
SESS-572F4C2F,2026-09-05T21:22:42.339070Z,10.0.1.212,MySQL:3306,116,106.4,1,1,0.5,0,18.49,295,48,0,0.471,455.72,1077.7,0.64,S6,0.81,0.92,DATA_ACCESS
SESS-5DA35EDA,2026-09-05T15:30:42.082765Z,206.182.222.231,SSH:22,69,36.89,42,1,17.61,0,0.9,0,0,0,0.283,22.77,216.6,0.57,S3,0.61,0.78,CREDENTIAL_ATTACK
SESS-D2B5A54F,2026-09-06T04:44:42.202494Z,10.0.3.54,RDP:3389,46,24.27,3,1,2.85,0,19.75,8,12,5,0.318,17.43,859.1,0.72,S4,0.49,0.89,PRIVILEGE_ESCALATION
SESS-FEC9DC26,2026-09-06T02:09:42.229251Z,10.0.5.168,API:8080,45,12.25,3,1,2.61,0,31.17,8,11,4,0.475,9.48,403.4,0.86,S4,0.71,0.91,PRIVILEGE_ESCALATION
SESS-E90F84CA,2026-09-06T12:35:42.207018Z,10.0.5.47,SSH:22,40,3.77,5,1,3.23,0,34.99,0,10,3,0.268,13.7,644.8,0.93,S4,0.78,0.87,PRIVILEGE_ESCALATION
SESS-4D19C2A2,2026-09-05T23:46:42.303190Z,10.0.4.36,SMB:445,149,155.89,4,1,2.87,40,43.29,0,16,0,0.794,138.62,1207.3,0.55,S5,0.72,0.87,LATERAL_MOVEMENT
SESS-E5C4EB16,2026-09-06T10:34:41.970791Z,99.156.8.138,SSH:22,142,41.56,104,0,43.52,1,0.31,0,0,0,0.156,8.53,68.4,0.31,S2,0.84,0.91,BRUTE_FORCE
SESS-6BD069E0,2026-09-06T07:46:41.968968Z,73.24.7.112,SSH:22,126,73.74,107,0,16.83,0,1.07,0,0,0,0.045,7.49,555.9,0.45,S2,0.49,0.89,BRUTE_FORCE
SESS-4139E490,2026-09-06T08:41:42.257316Z,10.0.2.54,RDP:3389,139,219.07,4,4,3.42,54,26.24,5,12,0,0.913,94.23,990.9,0.7,S5,0.8,0.82,LATERAL_MOVEMENT
SESS-84A4CFB8,2026-09-06T04:32:41.853132Z,192.168.1.115,HTTPS:443,21,3.29,0,1,0.0,0,2.54,2,0,0,0.157,0.34,572.9,0.12,S0,0.31,0.12,NORMAL
SESS-15B1F17A,2026-09-05T16:52:41.934574Z,96.27.88.49,API:8080,121,22.9,0,0,0.0,148,3.38,0,0,0,0.198,0.67,170.6,0.23,S1,0.12,0.77,RECONNAISSANCE
SESS-0F3E06B8,2026-09-06T11:07:41.689914Z,192.168.1.72,DNS:53,14,22.39,2,2,0.32,0,0.86,4,0,0,0.352,5.82,898.9,0.26,S0,0.35,0.06,NORMAL
SESS-B75FD285,2026-09-06T02:05:42.363061Z,10.0.1.16,HTTPS:443,184,186.3,0,1,0.2,0,6.27,78,66,0,0.411,1855.96,2968.6,0.72,S7,0.8,0.98,EXFILTRATION
SESS-881BF003,2026-09-05T22:12:41.764231Z,192.168.1.128,HTTPS:443,8,2.94,0,2,0.0,0,3.31,3,0,0,0.062,4.63,64.0,0.23,S0,0.42,0.06,NORMAL
SESS-3B2E75BC,2026-09-05T19:39:41.880175Z,192.168.1.28,API:8080,18,15.62,0,1,0.0,0,1.56,2,0,0,0.106,2.03,810.1,0.1,S0,0.38,0.13,NORMAL
SESS-68094DC4,2026-09-06T11:19:42.055454Z,150.93.243.80,HTTPS:443,70,63.25,52,1,21.47,0,0.87,2,0,0,0.415,21.41,470.4,0.6,S3,0.81,0.82,CREDENTIAL_ATTACK
SESS-E6AFFABD,2026-09-06T01:36:41.958903Z,71.149.184.108,HTTPS:443,128,43.01,116,0,28.07,0,1.05,0,0,0,0.094,10.32,472.9,0.26,S2,0.79,0.89,BRUTE_FORCE
SESS-86319B14,2026-09-06T07:29:41.973391Z,184.56.27.144,RDP:3389,131,75.78,104,0,32.09,0,0.43,0,0,0,0.153,11.41,367.4,0.22,S2,0.84,0.88,BRUTE_FORCE
SESS-D738FE5B,2026-09-06T14:39:41.949668Z,195.101.56.237,RDP:3389,136,25.68,105,0,58.67,0,0.44,0,0,0,0.077,8.5,309.8,0.49,S2,0.56,0.83,BRUTE_FORCE
SESS-30CDE38A,2026-09-05T20:36:41.854199Z,192.168.1.58,HTTPS:443,15,5.74,0,1,0.0,0,0.8,2,0,0,0.083,8.77,490.3,0.18,S0,0.22,0.06,NORMAL
SESS-F97BB92F,2026-09-05T16:42:42.259656Z,10.0.4.32,SMB:445,148,294.4,4,2,7.05,48,9.14,0,13,0,0.923,138.59,922.5,0.84,S5,0.46,0.95,LATERAL_MOVEMENT
SESS-BB84F7E4,2026-09-06T05:02:42.285908Z,10.0.5.81,SMB:445,134,57.8,4,2,7.88,34,14.4,12,5,0,0.749,56.62,1092.6,0.35,S5,0.52,0.87,LATERAL_MOVEMENT
SESS-79C469E6,2026-09-06T05:18:42.215955Z,10.0.3.27,SSH:22,43,7.63,2,1,2.76,0,35.94,0,19,4,0.636,26.46,638.3,0.49,S4,0.57,0.84,PRIVILEGE_ESCALATION
SESS-7525F618,2026-09-05T17:12:41.883767Z,192.168.1.142,API:8080,11,2.2,0,1,0.0,0,1.49,3,0,0,0.068,2.57,347.5,0.35,S0,0.12,0.12,NORMAL
SESS-C6E3ABE0,2026-09-05T21:40:41.747048Z,192.168.1.162,API:8080,10,10.49,0,1,0.0,0,3.4,2,0,0,0.51,10.07,304.3,0.21,S0,0.41,0.14,NORMAL
SESS-FE3B35BC,2026-09-06T07:39:42.266046Z,10.0.2.25,SSH:22,138,79.58,2,1,5.69,44,11.11,0,14,2,0.891,9.19,1013.5,0.65,S5,0.54,0.89,LATERAL_MOVEMENT
SESS-D37FB6FE,2026-09-06T06:03:41.681513Z,192.168.1.127,DNS:53,12,7.83,0,1,0.0,0,0.5,4,0,0,0.185,5.32,656.9,0.4,S0,0.2,0.12,NORMAL
SESS-4004F59E,2026-09-05T20:28:42.263964Z,10.0.4.17,SMB:445,129,38.99,2,2,7.71,45,16.64,0,7,0,0.825,28.04,756.2,0.77,S5,0.43,0.87,LATERAL_MOVEMENT
SESS-C93D0361,2026-09-06T07:10:41.867303Z,192.168.1.236,HTTPS:443,12,15.57,0,1,0.0,0,1.11,6,0,0,0.258,17.67,317.9,0.09,S0,0.39,0.08,NORMAL
SESS-9549F0CE,2026-09-06T03:04:42.289545Z,10.0.2.41,SMB:445,138,12.46,8,1,2.56,45,17.04,0,13,0,0.953,45.2,1451.0,0.38,S5,0.64,0.85,LATERAL_MOVEMENT
SESS-A0939BCE,2026-09-05T15:23:41.947228Z,190.105.17.85,HTTPS:443,141,28.67,100,0,43.58,0,2.17,0,0,0,0.37,8.06,144.4,0.52,S2,0.62,0.95,BRUTE_FORCE
SESS-BD01720F,2026-09-06T10:56:41.977391Z,106.30.14.230,SSH:22,142,145.28,105,0,36.11,0,2.41,0,0,0,0.11,9.82,164.9,0.29,S2,0.68,0.83,BRUTE_FORCE
SESS-64ACEB63,2026-09-05T23:19:41.843170Z,192.168.1.28,HTTPS:443,15,3.02,0,1,0.0,0,0.69,5,0,0,0.037,16.21,688.5,0.13,S0,0.31,0.04,NORMAL
SESS-4F0F008A,2026-09-06T08:38:41.881306Z,192.168.1.131,DNS:53,7,12.22,0,2,0.0,0,0.06,7,0,0,0.037,8.6,82.5,0.62,S0,0.27,0.04,NORMAL
